weights,return,volatility,sharpe_ratio
[0.19107929 0.60678254 0.20213817],0.06232772349847743,0.1416512508581355,0.2988164470278407
[0.18901839 0.43362242 0.37735919],0.08408551218477221,0.16142148459481748,0.39700732740522515
[0.40923572 0.31689975 0.27386454],0.09119002659236185,0.27206760673110586,0.2616630015153604
[0.12892331 0.50608227 0.36499442],0.07706088079646439,0.12914762754966552,0.4418267828769896
[0.15153715 0.60431763 0.24414523],0.063985731163401,0.12541079114270814,0.35073322449061434
[0.38483516 0.27227765 0.34288719],0.09761134360274762,0.2657022682120504,0.292098912534717
[0.31973176 0.36697351 0.31329473],0.08797265733093945,0.22537753450832054,0.3015946442010174
[0.16291054 0.60281329 0.23427617],0.06378604966964159,0.1302003201755023,0.33629755756837304
[0.02871177 0.76215976 0.20912847],0.04840791660409134,0.0676757862427974,0.4197648550719977
[0.33477194 0.33956681 0.32566126],0.09089200073945067,0.2352910308509939,0.30129495579602206
[0.28171791 0.01176362 0.70651848],0.13375811286344086,0.25597406527288186,0.44441265071978564
[0.18155251 0.40986714 0.40858035],0.08731550282148658,0.1616363082644669,0.4164627585489391
[0.55659266 0.19212928 0.25127807],0.10178868920114437,0.35505389685913674,0.2303557007109628
[0.6363394  0.23694192 0.12671868],0.09345493957243747,0.3895277280273291,0.18857435372940615
[0.25436495 0.42766598 0.31796907],0.08260171910982322,0.18938203735030315,0.3305578500775539
[0.44458057 0.07578622 0.47963321],0.12018226010512308,0.3157624127213979,0.31727101158653565
[0.60059045 0.08497833 0.31443122],0.11370749724138196,0.3872064769747046,0.24200911610139123
[0.37896908 0.31996468 0.30106624],0.09183894066318865,0.2576701181709379,0.2788019859389781
[0.51822156 0.26519614 0.21658231],0.09394674940453132,0.3292188708351164,0.2246127301784176
[0.32549604 0.32579856 0.3487054 ],0.09293292626878158,0.23272013286381144,0.31339328218526824
[0.47413993 0.26548082 0.26037926],0.09541528393550913,0.30810278647064215,0.24477313171815518
[0.37126106 0.30227703 0.32646191],0.09431725250444331,0.2561046000179945,0.2901832005329916
[0.39321838 0.4397709  0.16701072],0.07634756708144737,0.25188681263310286,0.2237019337869147
[0.35843368 0.08969069 0.55187563],0.12138036754240014,0.2763121018887578,0.3669052743235093
[0.03442137 0.44589613 0.5196825 ],0.087823574882132,0.11173755243025799,0.6069899814967282
[0.3156176  0.65078718 0.03359522],0.052566757821113204,0.19532167917605386,0.1667339639844026
[0.03060977 0.67418573 0.2952045 ],0.059361472727341325,0.07804064661356848,0.5043714325208803
[0.08952353 0.36795902 0.54251744],0.09570457841403127,0.13687319003599452,0.5531001242399822
[0.23355764 0.67408087 0.09236149],0.05244945310081041,0.15420175487673127,0.21043504418448716
[0.04599362 0.47287365 0.48113273],0.08404989352804372,0.10984356056394515,0.5831010320423584
[0.27247891 0.31037857 0.41714252],0.09667329945609862,0.21151835904415278,0.36249004484803926
[0.31588764 0.19759421 0.48651815],0.1093177653789214,0.24429472867750368,0.3656147877706802
[0.34358236 0.55688655 0.09953109],0.06337312055777419,0.21698436125779372,0.19989053730118211
[0.01389859 0.52777377 0.45832764],0.0782690928916383,0.09568485515344245,0.6089688153699625
[0.5444864  0.31993904 0.13557457],0.08619423647341705,0.3366701146760209,0.1966145303307246
[0.16365306 0.26178593 0.57456101],0.10647273578319164,0.1761717365145873,0.4908434093571618
[0.4318512  0.39897657 0.16917223],0.08013859884993466,0.2744098354479124,0.219156134661762
[0.42492919 0.32837505 0.24669576],0.08921729463832037,0.2782348084280733,0.24877295198747135
[0.47826112 0.32805557 0.19368331],0.0874374731052607,0.30371859543483504,0.22203932890151235
[0.31551924 0.67172298 0.01275778],0.04994800759707176,0.1935906343797948,0.15469760555832685
[0.57233877 0.22683292 0.20082831],0.09690492505248388,0.3591878506368265,0.21410781271174498
[0.42072682 0.34606823 0.23320495],0.0871447065958113,0.2744106226720881,0.24468698019772753
[0.09204267 0.46251368 0.44544365],0.08377610664107624,0.12324543506684131,0.517472364039185
[0.17224449 0.43145352 0.39630199],0.08492952898741399,0.15517599474221308,0.418425086272387
[0.47510215 0.48994773 0.03495012],0.06726905743412134,0.2872388784519156,0.1645635774964714
[0.24914234 0.41623853 0.33461913],0.08421116156898001,0.18849104932357916,0.3406589426893681
[0.51038717 0.39251928 0.09709355],0.078267474469153,0.3132394725844359,0.1860157469568162
[0.09542774 0.86872191 0.03585035],0.03278498755045975,0.07906755364649547,0.1616970168018651
[0.2787443  0.44741337 0.27384233],0.07929656259312352,0.19786012334962244,0.2996893036822049
[0.26056726 0.43182081 0.30761193],0.08186970707996744,0.19159678373921457,0.3229162090955518
[0.2912777  0.50260129 0.20612102],0.0719568685602769,0.19758494086223535,0.26295965843117286
[0.46606968 0.43899357 0.09493675],0.07395903237124135,0.2872689172988766,0.18783456587857011
[0.36823575 0.53502547 0.09673878],0.06526987151976552,0.23087550322807235,0.19607914606273877
[0.11128764 0.80482663 0.08388573],0.04024637685211918,0.08946460099986103,0.22630600959311975
[0.26869639 0.71169997 0.01960365],0.04653881104480739,0.16773546902423941,0.15821824208791688
[0.67062698 0.23207702 0.097296  ],0.09289425623960483,0.4069108337539911,0.17914061310954185
[0.31624561 0.2854741  0.39828028],0.09829901978365012,0.23344587890598367,0.3354054487943379
[0.40375507 0.44133081 0.15491413],0.07579265475476299,0.25678875964332676,0.21727062676831183
[0.10227717 0.43265865 0.46506418],0.08716607391140496,0.13073043535397566,0.5137753402988446
[0.55798677 0.23244221 0.20957102],0.09669211866842159,0.3516788745137142,0.21807428374669366
[0.37911274 0.16641011 0.45447716],0.11106600486193591,0.27561384575268516,0.3304115749818011
[0.42114609 0.21046887 0.36838504],0.10411356239773113,0.28934943470468044,0.29069890004651366
[0.42866404 0.0585858  0.51275016],0.12287964663202805,0.310759763149897,0.331058453608112
[0.30588738 0.50034978 0.19376284],0.07174033582132598,0.2045801599243226,0.2529098415040126
[0.69122346 0.30041134 0.00836521],0.08363290505298705,0.4111567336584174,0.1547655671033039
[0.68798948 0.06936771 0.24264281],0.11268035085175943,0.4309178621731551,0.215076605050356
[0.38400197 0.38422233 0.2317757 ],0.08361924623148123,0.253122390610823,0.25133788472034524
[0.46002199 0.32649992 0.21347809],0.08825468063172581,0.2951172323828349,0.2312798886077374
[0.1874273  0.38351662 0.42905609],0.0904153134479882,0.16744490374095627,0.4205282566074594
[0.47331828 0.47214577 0.05453595],0.06955953745582331,0.2878897139948574,0.17214764907060415
[0.44885768 0.05225451 0.49888781],0.12298354549244275,0.3205201626604234,0.3213013017266847
[0.26279236 0.52834827 0.20885937],0.06970418395926214,0.18185244513819576,0.27332150481391804
[0.11459527 0.13997257 0.74543216],0.1234032581259576,0.1802615004413734,0.5736291880006154
[0.76945666 0.12586096 0.10468239],0.10282495655125587,0.4655655130294783,0.17790182956702727
[0.43931597 0.04560251 0.51508152],0.12414226680035725,0.3170791819519184,0.32844246083664136
[0.80951281 0.09324404 0.09724315],0.10554323816502262,0.4884204918031633,0.1751426068329195
[0.56980055 0.21614753 0.21405192],0.09832982943816519,0.3590116475238121,0.21818186116919736
[0.29598871 0.3449496  0.35906169],0.09154122460778231,0.2173951994168927,0.32908373689793263
[0.62101581 0.31015386 0.06883033],0.08480838325186052,0.3752987280850713,0.17268479321136945
[0.44161766 0.31731604 0.2410663 ],0.0900329249776734,0.2872847170019223,0.24377532403578844
[0.60016435 0.07363209 0.32620356],0.11514309868672995,0.3881977088629638,0.24508928444066644
[0.02116963 0.87384914 0.10498123],0.03467672240562094,0.05781078904503794,0.2538751442085823
[0.13417347 0.13271487 0.73311166],0.12364418621092596,0.18694716476870152,0.5544036270309778
[0.32555829 0.25456986 0.41987186],0.10185185219709796,0.24129292431598312,0.33922193296438957
[0.24514455 0.18683984 0.56801561],0.11307865072855801,0.21692084572391768,0.42909039201802796
[0.18648949 0.8033731  0.01013741],0.03786232597875552,0.1221083970370762,0.14628253594494342
[0.50934149 0.02266586 0.46799265],0.12462550337725206,0.35140477568941886,0.2977350070783413
[0.33095863 0.62275834 0.04628304],0.055553755978635,0.20510854663560601,0.17334117257336662
[0.27066733 0.47369594 0.25563673],0.07628040630170352,0.19131116668830023,0.29418254708257646
[0.35365665 0.39093849 0.25540486],0.08381354717935989,0.23823962505259938,0.2678544644505334
[0.29699434 0.27652906 0.42647659],0.10007625034653844,0.22621656835331097,0.35398048396469906
[0.03559338 0.22004899 0.74435762],0.11606984072284512,0.1491201162367891,0.6442446743422262
[0.45281776 0.23176218 0.31542006],0.10036595211350577,0.3016451115148334,0.266425508140727
[0.29851588 0.20245481 0.49902931],0.10930177186726411,0.23634982061896243,0.377837273721626
[0.34821845 0.5751763  0.07660525],0.06092422141965863,0.2175879163136019,0.18808131495995378
[0.36648368 0.37092782 0.2625885 ],0.08588209212837235,0.24634026289951858,0.267443459517803
[0.32306269 0.1865277  0.49040961],0.11045895846364683,0.24876442895905385,0.3636330115288959
[0.38943343 0.09248662 0.51807995],0.11997239186340812,0.28930516215371205,0.34556034575799005
[0.32927085 0.38021552 0.29051363],0.08598865906195013,0.22820394731642454,0.28916528323873003
[0.31226804 0.21291278 0.47481918],0.10752269937925601,0.24079312699147853,0.36347673404462816
[0.92365416 0.04822556 0.02812029],0.10728676145197595,0.5493931220814261,0.15887851147695856
[0.1731429  0.37278941 0.45406769],0.09224626865670357,0.16351452420608367,0.4418339533291171
[0.13365181 0.52791044 0.33843775],0.07416565837061283,0.1279582928561952,0.42330713517322727
[0.36595544 0.31773732 0.31630724],0.09256196940111545,0.251939138450154,0.2880138824300687
[0.40512159 0.35855513 0.23632328],0.0861132776716796,0.26574034079253744,0.2487890151510493
[0.03251184 0.49868681 0.46880135],0.08127695635397421,0.10317531941769259,0.5939109924719689
[0.39177172 0.39056439 0.21766389],0.08255980732050647,0.2561301678747166,0.2442500539456443
[0.29998723 0.36855954 0.33145323],0.08844775328088561,0.21636672423973938,0.3163506473622252
[0.29907213 0.54475937 0.1561685 ],0.06641080537403357,0.19695126642728847,0.2356461383362963
[0.53332654 0.33885925 0.12781421],0.08420537670936622,0.32943600102421106,0.194894839998521
[0.40758743 0.37507972 0.21733285],0.08395951124264145,0.2652034701074246,0.24117147191450283
[0.08698808 0.51444262 0.3985693 ],0.07744473541330124,0.11421333544890466,0.5029599668683186
[0.36011171 0.24253853 0.39734977],0.10217965787114441,0.25799589521482724,0.31853087353469445
[0.27741004 0.28194944 0.44064051],0.1000656450823315,0.21721482104875,0.3686012063806741
[0.7125138  0.23665862 0.05082757],0.09089113630259264,0.4273169189533028,0.16589826697299487
[0.36312941 0.29829364 0.33857695],0.09509362793121832,0.252851478934605,0.2969871018655967
[0.58525883 0.37477015 0.03997102],0.07793563521308072,0.3518563994904381,0.1646570455929853
[0.2630559  0.44263215 0.29431195],0.0804307191123729,0.191434709278375,0.31567273949520563
[0.25887789 0.53504026 0.20608185],0.06899961710957037,0.1793707053766822,0.2731751375268896
[0.30338446 0.46255449 0.23406105],0.07655941865964158,0.2073758453415777,0.2727387009151433
[0.25558509 0.35430319 0.39011172],0.09174841779510937,0.19884969168635408,0.3608173449334699
[0.09393001 0.59177481 0.31429518],0.06752237551609229,0.10580653988560636,0.44914402802956704
[0.15214001 0.27049153 0.57736846],0.10577525965423627,0.170985440177396,0.5016524188565128
[0.33862253 0.22598176 0.43539571],0.1049865837052518,0.25051310662206216,0.3392500490342297
[0.53978812 0.17052205 0.28968983],0.10506830755442717,0.34924520939175435,0.24357759324052627
[0.30576234 0.36273043 0.33150723],0.08898075773543437,0.21961282869806772,0.3141016767753208
[0.54849591 0.15566299 0.2958411 ],0.10663219822338839,0.3549497096158321,0.24406893674360752
[0.43996712 0.23252702 0.32750586],0.1007086589332358,0.29556916998228033,0.27306183164527736
[0.4249801  0.47422857 0.10079133],0.07094811145964217,0.2639792909076308,0.19300041031426765
[0.27049697 0.44607579 0.28342724],0.07974550987418325,0.19433253459925978,0.3074395648540613
[0.13236869 0.18002206 0.68760925],0.11778077492221839,0.178828980550308,0.5467837182839098
[0.19211333 0.33916461 0.46872207],0.09581028713705442,0.1753029949692157,0.43245289192216696
[0.45149891 0.02570904 0.52279205],0.12621811086688728,0.32493381093867174,0.32689153080143746
[0.39659253 0.05164039 0.55176707],0.1248438949937205,0.2975825368059074,0.352318708345789
[0.73153155 0.0485197  0.21994875],0.11380568493660043,0.4541894969199522,0.2065342452274563
[0.46360531 0.43028605 0.10610864],0.07513369855759391,0.2868562934182073,0.1921997174983175
[0.19669321 0.3480754  0.45523139],0.09453797551474043,0.17582987398657982,0.4239209971817959
[0.42646992 0.2544753  0.31905478],0.09842030606059246,0.2868790282102007,0.2733567056115816
[0.72108563 0.03538831 0.24352606],0.11580677254722829,0.4503862256779139,0.2127213646532407
[0.33644854 0.4222208  0.24133066],0.08048277862932038,0.22692256410887002,0.26653488103678713
[0.48966093 0.09862172 0.41171735],0.11578395615603093,0.33360202863778493,0.2871204247382748
[0.5100081  0.23217783 0.25781407],0.09836239868224125,0.3286351136636979,0.238448039859891
[0.52441765 0.02789857 0.44768378],0.123455689905021,0.35771837469179885,0.28920988471491244
[0.32100441 0.49718176 0.18181383],0.07162127867552615,0.21196098766499738,0.24354141412623134
[0.41166707 0.274402   0.31393093],0.09642969872459727,0.2778152761471518,0.2751097772035918
[0.57413741 0.36262639 0.0632362 ],0.07983607670416201,0.34739447072150065,0.17224245561505042
[0.28731691 0.31392166 0.39876142],0.09572322941174513,0.21740486923347335,0.3483051215859621
[0.51204209 0.15133798 0.33661993],0.10841779190132081,0.3381574643602949,0.2614692893696256
[0.22983124 0.40886587 0.36130289],0.08579350102737159,0.18120804972567783,0.36308266176349896
[0.1827649  0.50632413 0.31091097],0.07519336227571198,0.1497193325242171,0.36864552723533184
[0.48229728 0.20693029 0.31077243],0.1024701011742121,0.318159559767066,0.25920987957926167
[0.41462439 0.27086938 0.31450623],0.09677123030399909,0.27957570161956974,0.2745990794595765
[0.21036598 0.12792888 0.66170514],0.1216437053385229,0.21250317297097698,0.47831617720082265
[0.07903697 0.51668772 0.40427531],0.07743486133250431,0.11157086060656558,0.5147837080421737
[0.6583102  0.07507935 0.26661044],0.11297773558395513,0.4159597416930722,0.22352580373646208
[0.36555516 0.32635405 0.30809079],0.09149642468238811,0.2507920537874675,0.2850824960466148
[0.2350054  0.15571565 0.60927896],0.11732278177275948,0.2174630558753147,0.44753708339572296
[0.45164635 0.27056857 0.27778508],0.09554561182878107,0.2969247941104067,0.25442675494687944
[0.22642582 0.62230741 0.15126677],0.05917718555501178,0.15575142669629874,0.2515366079529002
[0.25755751 0.33852759 0.4039149 ],0.09365693124668187,0.2016668815539823,0.3652405922038584
[0.25045779 0.11864943 0.63089277],0.12143786577172072,0.22864394392894247,0.44364991273613347
[0.28180207 0.56748716 0.15071077],0.06415356256488346,0.18664743068595366,0.23656131993145232
[0.45154025 0.49982441 0.04863534],0.06683605013520441,0.27474015953627295,0.17047398609019448
[0.62988043 0.25152733 0.11859224],0.09184858615174853,0.3849949842174863,0.18662213560465704
[0.46648082 0.15189689 0.38162229],0.10990246958544916,0.3168566953064119,0.283732270509576
[0.15010904 0.4017415  0.44814946],0.08940613967546401,0.15108212793682457,0.4593934479430048
[0.40271552 0.31883596 0.27844852],0.09117001266280853,0.26881265860347336,0.26475692414393215
[0.16541749 0.44074051 0.393842  ],0.08399933543932897,0.1513369516172174,0.42289298651399454
[0.53017875 0.06828799 0.40153326],0.11820052679015079,0.35580223371124037,0.27599749941381124
[0.79113427 0.15280135 0.05606438],0.09871110168983598,0.4739318430419929,0.16608105753059044
[0.34352133 0.26627752 0.39020116],0.09977257521899899,0.24778199273852997,0.32194662064558655
[0.12296686 0.69964845 0.17738469],0.05302090614781148,0.1036161927265528,0.318684804748182
[0.14324416 0.14377795 0.71297789],0.12194907203591744,0.18786291608146366,0.542678002462758
[0.42996586 0.33809563 0.23193852],0.08782797429237055,0.2796121892796907,0.2425787461809239
[0.42046859 0.18811074 0.39142066],0.10693692738494462,0.2916052357224976,0.29813225804929316
[0.34340706 0.2947736  0.36181934],0.09620747803415788,0.24436087683095448,0.31186448101869096
[0.19422336 0.48179783 0.32397881],0.07787416728948279,0.15741354487924666,0.36765684512014885
[0.15320709 0.59351279 0.25328011],0.06528200086492954,0.1273329977361353,0.3556187451014447
[0.26204626 0.43700925 0.30094448],0.08116941139714814,0.19164097918609488,0.31918753315150294
[0.06939883 0.55794989 0.37265128],0.07259585520745204,0.1029949564199055,0.5106643765450151
[0.2640789  0.10981845 0.62610266],0.12207911357547276,0.23513047342635593,0.4341381705568013
[0.30285472 0.26055202 0.43659326],0.10187732475312795,0.2307328670540434,0.35485765768233724
[0.62987292 0.12114664 0.24898045],0.10817839226226025,0.3975655457991884,0.22179586031531875
[0.24219973 0.72511656 0.03268371],0.045762587996320304,0.15400801533749206,0.1672808258704221
[0.25797206 0.3451423  0.39688564],0.09281432532709577,0.20100717358493092,0.3622473965902006
[0.26851616 0.64464375 0.08684009],0.05494342693070739,0.17322200375164873,0.20172625979322095
[0.61729497 0.09297406 0.28973097],0.11213606523748103,0.3943722848972921,0.23362713041936092
[0.67770475 0.12743051 0.19486475],0.10575921123129928,0.4202111498628059,0.20408599643131475
[0.34666403 0.34560038 0.30773559],0.08973053285055557,0.24000137314456288,0.29054222455866513
[0.46621533 0.36461852 0.16916614],0.08326917626633275,0.29432395646782006,0.21496441209076464
[0.24077825 0.12648333 0.63273842],0.12078700156018377,0.22385407946508948,0.45023526844370826
[0.40338267 0.27716625 0.31945108],0.09636617635114306,0.2736756444098919,0.27903899346179023
[0.56156455 0.09090914 0.34752632],0.11429636593580964,0.3680379098385635,0.25621373074630244
[0.44553904 0.53851122 0.01594974],0.06219549262116836,0.2684972036530555,0.15715430941952072
[0.36808178 0.39340254 0.23851568],0.08301271105593847,0.24469591345629932,0.2575143579878052
[0.29945588 0.39653706 0.30400706],0.08496183640228586,0.2128965508850859,0.305133343552146
[0.11421505 0.43150134 0.45428361],0.08690366746221304,0.13463810930974932,0.49691478738975764
[0.20245462 0.35153444 0.44601094],0.09390815167051789,0.17759193356590547,0.4161684046482331
[0.62133457 0.30264868 0.07601675],0.08573749415354111,0.3761258414838194,0.1747752664220203
[0.505461   0.43055699 0.06398201],0.07367153071094154,0.30740816988668684,0.17459370299340224
[0.39870598 0.3766476  0.22464642],0.08406620228284517,0.2608384364490701,0.24561641740769435
[0.56579228 0.38180624 0.05240149],0.07771865326056082,0.3415683905587921,0.1689812490146861
[0.29334236 0.702604   0.00405364],0.046837046463363605,0.1803741301552489,0.14878545188417444
[0.26279156 0.31375002 0.42345841],0.09658160034317817,0.20701243881680562,0.36993719208800097
[0.57022154 0.21470103 0.21507744],0.09849663136028076,0.3593588669543771,0.2184352149859333
[0.52145141 0.3197414  0.15880719],0.08700500792776343,0.32544342349099514,0.20588834522759197
[0.58782539 0.18300641 0.2291682 ],0.10186553509076374,0.37103103113040387,0.22064336463003545
[0.27201415 0.22865373 0.49933211],0.10692479732101307,0.22193088571082223,0.39167507957534486
[0.23005535 0.36856983 0.40137482],0.09083273692138197,0.18640284144803534,0.3799981608173523
[0.01532111 0.77636875 0.20831014],0.0470852362425294,0.06401818865878692,0.42308657601813876
[0.63047581 0.09752487 0.27199933],0.11111633198996382,0.40024654083987826,0.22765051710069772
[0.05386812 0.6291734  0.31695848],0.06420540745417783,0.08914192997607889,0.4958991516791288
[0.4215348 0.0474904 0.5309748],0.12451256143577555,0.3089885164013804,0.33824092446209963
[0.15985505 0.68391944 0.15622551],0.053732159809101336,0.12030156930780399,0.28039667315389816
[0.27268202 0.05226575 0.67505222],0.12899374659229174,0.2466721655050803,0.44185669010980066
[0.40171411 0.04673188 0.55155401],0.12528389953620092,0.3004264308278185,0.35044819207848465
[0.31956815 0.36969458 0.31073727],0.08763743882848288,0.22499367361238223,0.3006192918339929
[0.35922139 0.50163001 0.1391486 ],0.069760086128485,0.22964002615497878,0.2166873387085536
[0.09142902 0.43309527 0.47547571],0.08748155916132812,0.12744131787676494,0.5295108390716927
[0.28982438 0.21019676 0.49997886],0.10862870921436088,0.23171527566345992,0.3824897126898271
[0.69244923 0.04300781 0.26454296],0.11582962094554783,0.4357164715656113,0.2199357316036595
[0.51068205 0.46999117 0.01932678],0.06855443356954044,0.30659894359292117,0.15836464731596508
[0.19731916 0.20541083 0.59727001],0.11238466144113841,0.19634270697057632,0.470527593647688
[0.02133787 0.11270392 0.86595821],0.1300007285754215,0.16534363963578494,0.6652855157762857
[0.16694631 0.61034339 0.22271031],0.06270523003551304,0.13102435155373765,0.3259335347139507
[0.09338268 0.22835632 0.67826101],0.11305745584861,0.16019389122308447,0.5809051464953746
[0.41078034 0.3985502  0.19066946],0.08091099640594727,0.26435258649422727,0.23041573836568988
[0.57286512 0.17576855 0.25136633],0.10328252911591133,0.36454223889163456,0.22845783075543205
[0.90097922 0.01306928 0.0859515 ],0.11246364725234718,0.5411832660415149,0.17085459409835885
[0.49990215 0.06380174 0.43629611],0.11979552986192332,0.3423075361403396,0.291537635972493
[0.30732694 0.22213702 0.47053604],0.1065360118599135,0.23751388728172484,0.3643408511826074
[0.57619834 0.24093968 0.18286198],0.09500642212403143,0.35968773444259755,0.2085320541726776
